candidate_id,num_observations,candidate_x,candidate_y,sigma_spatial_m,median_radius_m,p95_radius_m,max_radius_m,geometry_score
0,150,43.48774397845845,0.003780183356294559,0.2724600135949501,0.22971992744669562,0.453570114631917,0.5420201534214193,0.9361437962939394
1,162,42.83796667369778,4.965696213246791,0.2468443306992258,0.20510952740161514,0.45979908844935446,0.5752860219430881,0.9472787413654915
2,176,40.876209181924295,9.7809016170133,0.26876709892811085,0.23409537660234753,0.44988862971383825,0.6103790579853247,0.9378084530765783
3,166,37.66353962383881,14.254523798090762,0.2508803626486843,0.21268911620552816,0.4216488041905146,0.5574571717354571,0.9455887621435549
4,162,33.33762480327419,18.30425791734455,0.24560902149615607,0.20386201234787119,0.4253228021466478,0.5672170991251014,0.9477911111010092
5,162,35.92720000501217,3.744449133489198,0.26129232367397465,0.208950847824952,0.46690266944781494,0.6272778401971458,0.9411170914481426
6,152,34.32330779707995,7.350815565959616,0.2504109023050734,0.21081368301743647,0.4422354194391617,0.5149979376285274,0.9457865885465591
7,144,31.597681568268627,10.724422017714582,0.26009733217794523,0.2291820850042629,0.4264005055958841,0.6749788232400737,0.9416384525565622
8,138,27.936237559691705,13.822554129197842,0.25128415269310933,0.1976296250096652,0.4506137851061666,0.6533894579283962,0.9454183453970728
9,162,27.958626303702435,21.819122179599997,0.2605043986709492,0.20789048406537003,0.45190675688877324,0.7219281014644457,0.9414610900891979
10,1,43.8181174750426,7.148671469648411,0.0,0.0,0.0,0.0,1.0
11,1,45.34644455417522,12.914396748945542,0.0,0.0,0.0,0.0,1.0
12,138,23.48199389639437,16.438363449933536,0.2471780907704257,0.2038647186350246,0.41967457633862115,0.5720072636588928,0.947139914191729
13,1,29.444081849751463,9.816493292616222,0.0,0.0,0.0,0.0,1.0
14,140,18.2465960555773,18.586894307647718,0.2537580765768992,0.2162530279203879,0.43816528528534743,0.5406472691623144,0.944368937359884
15,133,21.75018206245321,24.6879086656476,0.2595798787300712,0.21196623008163493,0.4092044942270032,0.7844190270041368,0.941863559310632
16,142,12.465822261312377,20.185176238864067,0.2804903104372604,0.2347631499235748,0.4498525088294777,0.5972122644471671,0.9324561355255009
17,1,29.321680739809665,16.8298967433309,0.0,0.0,0.0,0.0,1.0
18,116,14.845254917181899,26.758672757263763,0.2620461967407971,0.22412559188214592,0.4303511724780434,0.526860788130384,0.9407871051416884
19,130,6.336123937209311,21.165107104641894,0.263778882076774,0.20994895799797306,0.42803633536095237,0.6006997217163944,0.9400255103194716
20,108,7.536290312217826,28.059883507438933,0.26120893708385795,0.2132527667102939,0.4256885145545418,0.6437361349552881,0.9411535402373058
21,122,-0.0068904501817044425,21.498211826138682,0.23691618066926312,0.18761993522341114,0.38410212571896407,0.5878740417162045,0.9513315060581948
22,107,0.019879034345673355,28.535328419539788,0.2644170623712849,0.195388058483556,0.41574056420132743,1.1828804818991325,0.9397438922563297
23,1,16.07907511938644,27.593543273570106,0.0,0.0,0.0,0.0,1.0
24,117,-6.367521119161626,21.168073637603445,0.24578670206269557,0.20726262818051522,0.41624071281159025,0.7838019703523408,0.9477175557014229
25,1,10.391223564493211,20.687943474893988,0.0,0.0,0.0,0.0,1.0
26,1,6.121251926443695,19.285894255230644,0.0,0.0,0.0,0.0,1.0
27,104,-7.558255482034136,28.05970354582786,0.25276462503866826,0.2268138734856362,0.42431333146306577,0.5392894501459574,0.9447914424102294
28,116,-12.46823045174337,20.185199604650695,0.2502726699047861,0.21187994032586607,0.4358684067045364,0.4728955126911228,0.9458447757090626
29,102,-14.871584308828458,26.806112857916887,0.26749383080122785,0.23847113455493957,0.47499946167665585,0.5347568458415591,0.938377816345674
30,1,3.872934809413139,27.173298659492108,0.0,0.0,0.0,0.0,1.0
31,118,-18.266007163593077,18.61530179226856,0.24023088861523892,0.18961520308311264,0.4165759744406133,0.5194482483523125,0.9499949978123434
32,104,-21.7594093473669,24.647749184937474,0.2442020185016709,0.20062307432352935,0.41545008516351023,0.593840338444305,0.9483718978907606
33,120,-23.469854674619388,16.45912718175772,0.2406418251710582,0.20351634568677643,0.43159588857111264,0.5976806304254353,0.9498281442184072
34,108,-27.966427267646708,21.781703845641914,0.24198714972243116,0.1874225202084689,0.43281721139893836,0.5200213108904044,0.9492801100321001
35,128,-27.948070351186466,13.812040698425587,0.24887475718259147,0.20159200846728312,0.42200749101145574,0.636675423664664,0.946431603847957
36,1,-15.417919227536531,19.106180853578724,0.0,0.0,0.0,0.0,1.0
37,1,-17.57744504881854,30.223474374011992,0.0,0.0,0.0,0.0,1.0
38,138,-31.612267466018,10.749233832919055,0.2581796790520028,0.2196701975788498,0.4366119298769629,0.5531578415318876,0.9424707058311745
39,113,-33.30456178523122,18.314748223416288,0.26769115506298286,0.2012674282641935,0.4690233057749763,0.6384690835309291,0.9382897339264884
40,1,-32.687042561770554,22.677300033795987,0.0,0.0,0.0,0.0,1.0
41,152,-34.28000594992937,7.359682100861335,0.25146289569083197,0.20823654103781544,0.42872356437483405,0.5866170566220632,0.9453428304843886
42,120,-37.67241738761975,14.267398600389159,0.2551099224570776,0.22093347054619705,0.4294297026335766,0.5692923076237646,0.9437916544245966
43,170,-35.95821145171152,3.725306986729688,0.2591290335224611,0.21533266944694202,0.4555474610761259,0.5850240344547633,0.9420593679183128
44,128,-40.88593533231541,9.738463345822872,0.2615643924592096,0.21329540401377345,0.4614773962754994,0.6324062111464391,0.9409980974411124
45,1,-32.14423917487777,16.228160089082788,0.0,0.0,0.0,0.0,1.0
46,138,-42.83896469616525,4.927211223163921,0.25265625512898565,0.20325993078207422,0.4392064649366815,0.6105404577635893,0.9448374422047625
47,168,-36.493931377076215,0.0033196503326857647,0.25356582969182623,0.2137968480312735,0.41475405943499516,0.5769021387895629,0.944450812609363
48,150,-43.49669471903733,0.0220423868718605,0.23653521580488224,0.18149561761293703,0.41399028594668413,0.6733287706476724,0.9514840428113296
49,1,-28.55423837845114,12.490637221555982,0.0,0.0,0.0,0.0,1.0
50,162,-42.828924508782386,-4.940764124028922,0.2503171131534424,0.20259217183205583,0.43884804893658746,0.6107934960559381,0.9458260710054417
51,1,-32.265541865166554,9.233585554534727,0.0,0.0,0.0,0.0,1.0
52,162,-35.94364566881566,-3.7423360137544543,0.2788719683924321,0.2390072810313055,0.4641116282316387,0.736374220863643,0.9332067451393536
53,176,-40.889001272140426,-9.751523298609852,0.2603289128561179,0.22261564083801008,0.4324599022183376,0.5449687144216842,0.9415375807239333
54,152,-34.31492782128686,-7.365167881312911,0.23450586098664128,0.19093695269246247,0.41293228994352676,0.5199979974241788,0.952292859823424
55,1,-50.71368504146391,-0.2310584897541079,0.0,0.0,0.0,0.0,1.0
56,166,-37.68884381904318,-14.24589717685317,0.2399934004439485,0.2003802144567834,0.42436746543747483,0.5755795469799475,0.9500913090392397
57,1,-40.9520046035413,-5.852039513402929,0.0,0.0,0.0,0.0,1.0
58,142,-31.62667595402365,-10.750184130795056,0.2438782542734285,0.19718560219623776,0.4217782935527009,0.5340477861643087,0.948505120143705
59,162,-33.35395997679858,-18.328097332179222,0.24270187388799236,0.20456744102851426,0.4037831616570338,0.565975110373499,0.94898784514243
60,2,-47.7740432700669,-15.156252935501835,0.4139779675695646,0.4139779675695646,0.41397796756956756,0.4139779675695679,0.8586998941575091
61,138,-27.959966837256754,-13.818118000521014,0.27550343290767376,0.22071981717919936,0.4967087528778759,0.7090087194386006,0.9347570993257633
62,162,-27.942314110239195,-21.823354806615036,0.246554841265006,0.22100373856471325,0.4042775573547854,0.5002215927004878,0.9473990187491348
63,1,-33.006342391959784,-8.925984341325645,0.0,0.0,0.0,0.0,1.0
64,138,-23.481768875079503,-16.458471656160373,0.25316339387946685,0.19951106293139545,0.4412308574864726,0.6078392074261147,0.9446220264056537
65,140,-18.260151261444136,-18.621090523598337,0.25990703083300737,0.21482780196683024,0.4451536084536809,0.6264256923683783,0.9417212848352035
66,132,-21.789865627981122,-24.685926988081903,0.26537687277640276,0.2217369214129205,0.46138459034237084,0.7858148010382894,0.93931922255355
67,1,-22.158488124299755,-19.98922534206433,0.0,0.0,0.0,0.0,1.0
68,1,-41.04035143847384,-14.609345115058726,0.0,0.0,0.0,0.0,1.0
69,1,-31.175692028974783,-14.513410736689815,0.0,0.0,0.0,0.0,1.0
70,142,-12.471807861064224,-20.21143780071153,0.23242135000430264,0.18113879923006712,0.38916660239679135,0.5765089478705934,0.9531171104001096
71,116,-14.925853766149773,-26.74954584479241,0.2573984067693633,0.22073704185969303,0.41506914292974717,0.5507408103136571,0.9428082184047938
72,1,-31.528792381980544,-22.52353959353334,0.0,0.0,0.0,0.0,1.0
73,130,-6.312506231748757,-21.1640049971594,0.2673157713140656,0.22631777358492508,0.45869037887740044,0.5670560414894397,0.9384572506150244
74,108,-7.545929934213134,-28.08207332024978,0.25052689508811304,0.20308681862639416,0.42300775310410454,0.5840994917498384,0.9457377408393263
75,122,0.0037502830260039777,-21.501742702031695,0.2532084885442356,0.2219922714309939,0.4251867780581361,0.5630407306152662,0.9446028531491116
76,106,-0.019828636301202792,-28.529654314127818,0.2600956303839228,0.21803451664842194,0.4588528536694958,0.5568202538801463,0.941639193531126
