timestamp,cone_type,rel_x_sensor,rel_y_sensor,confidence,label,vehicle_x,vehicle_y,vehicle_yaw,rel_x_vehicle,rel_y_vehicle,global_x,global_y,cov_xx,cov_xy,cov_yy,sigma_x,sigma_y,candidate_id,mahalanobis_graph_degree
0.0,left,0.026,3.531,0.87,real,40.0,0.0,1.5708,-0.0260000000000004,-3.531,43.53100009547951,-0.0259870299126051,0.0125002057161557,2.795178087635621e-05,0.0162979615706434,0.1118043188618212,0.1276634699929602,0,142
0.0,left,-5.075,2.862,0.78,real,40.0,0.0,1.5708,5.075,-2.8620000000000005,42.86198135846479,5.075010512678769,0.0203456512612366,-0.004424445545202,0.0149951043234838,0.1426381830409957,0.1224544989924169,1,151
0.0,left,-9.808,0.925,0.86,real,40.0,0.0,1.5708,9.808,-0.9250000000000012,40.9249639731981,9.808003397648552,0.0418032859228169,-0.0027635067685057,0.0127606182009653,0.2044585188316127,0.1129629063054121,2,167
0.0,left,-14.271,-2.37,0.96,real,40.0,0.0,1.5708,14.271,2.3699999999999983,37.62994757970596,14.27099129440763,0.074538800154275,0.0103030830461929,0.0142110827416515,0.2730179484104938,0.1192102459591939,3,158
0.0,left,-18.437,-6.697,0.83,real,40.0,0.0,1.5708,18.437,6.696999999999997,33.30293227716269,18.436975400421044,0.1160462701841169,0.0376122638778594,0.0261623211198459,0.3406556475153713,0.1617477082367658,4,152
0.0,right,-3.55,-4.099,0.97,real,40.0,0.0,1.5708,3.5500000000000003,4.099,35.90098696014953,3.549984943508332,0.0163389117595229,0.0044326242537717,0.0176181582192886,0.127823752720388,0.1327334103354863,5,139
0.0,right,-7.36,-5.682,0.92,real,40.0,0.0,1.5708,7.360000000000001,5.682,34.31797296524877,7.359979128798951,0.029000924340985,0.0127389896850375,0.0223347131858799,0.170296577596219,0.1494480283773592,6,143
0.0,right,-10.488,-8.334,0.91,real,40.0,0.0,1.5708,10.488,8.333999999999998,31.6659614754811,10.487969387437916,0.0460071839238917,0.0266257605599354,0.033657585997238,0.214492852850373,0.1834600392380805,7,112
0.1,right,-13.644,-11.938,0.89,real,39.998,0.262,1.5876,13.644000000000002,11.938,27.83242685985696,13.703480951585291,0.0675363152050306,0.0498120943966222,0.0575837731220641,0.2598775003824507,0.239966191623037,8,132
0.1,right,-10.71,-8.166,0.98,real,39.998,0.262,1.5876,10.710000000000004,8.165999999999999,31.653193991989887,10.833275641505068,0.046541595075069,0.0268719231943363,0.0337122920377241,0.2157350112408021,0.1836090739525803,7,135
0.1,right,-7.168,-5.65,0.88,real,39.998,0.262,1.5876,7.168000000000001,5.65,34.22835459670129,7.334051747561951,0.0277351230798369,0.012429385556543,0.0226403595168627,0.1665386534106631,0.1504671376642182,6,140
0.1,right,-3.407,-4.118,0.89,real,39.998,0.262,1.5876,3.4070000000000005,4.118,35.823333952204194,3.599324735380266,0.0158927514292973,0.0042439994077725,0.0178088271712566,0.1260664564001757,0.1334497177638701,5,144
0.1,left,-13.997,-1.87,0.95,real,39.998,0.262,1.5876,13.997,1.8699999999999983,37.89307405828405,14.225602535874874,0.0718950242933104,0.0089534292545662,0.0138496735857981,0.2681324752679361,0.1176846361501712,3,157
0.1,left,-18.137,-6.051,0.84,real,39.998,0.262,1.5876,18.137,6.0509999999999975,33.643100391909,18.29476520589909,0.1115557666305819,0.0349080934261769,0.0248019085925128,0.333999650644401,0.1574862171509392,4,144
0.1,left,-9.669,1.298,0.8,real,39.998,0.262,1.5876,9.669,-1.2980000000000012,41.133349680268864,9.951445087491512,0.0410991363996072,-0.0033510711990283,0.0128926579468711,0.2027292194026486,0.1135458407290691,2,132
0.1,left,-4.598,2.851,0.99,real,39.998,0.262,1.5876,4.598,-2.8510000000000004,42.77133784700327,4.907255879537667,0.0190731628313265,-0.0039243481365438,0.0148429372878759,0.1381056220120186,0.121831593964275,1,148
0.1,left,-21.506,-11.431,0.78,real,39.998,0.262,1.5876,21.506,11.430999999999996,28.20725102077933,21.572890068437,0.1508433490635884,0.076541697531881,0.054848486578629,0.38838556752741,0.2341975375161512,9,98
0.2,right,-7.434,-5.572,0.84,real,39.991,0.524,1.6043,7.434000000000001,5.571999999999999,34.173107268438784,7.767180528196656,0.0284813597086438,0.0128366034958586,0.0228106614402006,0.1687642133529613,0.1510319881356285,6,50
0.2,right,-13.59,-11.565,0.93,real,39.991,0.524,1.6043,13.590000000000002,11.564999999999998,27.977260484565235,13.718975856563032,0.0655361887142915,0.0482883002614985,0.0564654507360236,0.2560003685823354,0.2376246004436907,8,132
0.2,right,-10.4,-7.884,0.95,real,39.991,0.524,1.6043,10.400000000000002,7.883999999999999,31.76305144756754,10.65407002041569,0.0437593542344061,0.0253897907817621,0.0331223542273985,0.209187366335556,0.1819954785905367,7,128
0.2,right,-3.286,-4.067,0.92,real,39.991,0.524,1.6043,3.2860000000000005,4.067,35.81620990754674,3.671921962811988,0.015518582310768,0.0040032591891166,0.0178091426654418,0.1245736019819931,0.1334508998300192,5,153
0.2,left,-13.947,-2.115,0.87,real,39.991,0.524,1.6043,13.947,2.1149999999999984,37.40999861271296,14.392325992664809,0.0710872604683154,0.0109035366363647,0.0145292314443486,0.2666219429610313,0.1205372616428156,3,145
0.2,left,-17.753,-5.973,0.95,real,39.991,0.524,1.6043,17.753,5.972999999999998,33.426672579475564,18.06695709155532,0.1062477190233952,0.0350790758584894,0.0256260960363053,0.3259566213829614,0.1600815293414744,4,124
0.2,left,-9.328,0.938,0.92,real,39.991,0.524,1.6043,9.328,-0.938000000000001,40.61600979912966,9.878185734257787,0.0391542879546083,-0.0017809344002485,0.012618995012862,0.1978744247107451,0.1123343002509122,2,156
0.2,left,-4.465,3.142,0.8,real,39.991,0.524,1.6043,4.465,-3.1420000000000003,42.98167080754412,5.091743110213555,0.0188556277100158,-0.0041612651581612,0.0152245346182311,0.1373157955590539,0.1233877409560249,1,135
0.2,left,-21.44,-11.316,0.9,real,39.991,0.524,1.6043,21.44,11.316,27.96316611291289,21.57291132540206,0.1474628947043315,0.0771209139194337,0.0565686707024062,0.3840089773746592,0.2378416925234225,9,136
0.3,right,-13.566,-11.282,0.81,real,39.98,0.785,1.621,13.566000000000004,11.281999999999998,28.031437666248912,13.767747712116453,0.0638438395872008,0.0472538696249359,0.0559897002733522,0.2526733851975725,0.2366214281787519,8,131
0.3,right,-10.105,-7.721,0.87,real,39.98,0.785,1.621,10.105000000000002,7.720999999999999,31.76163295410018,10.48980855549804,0.0411899011962432,0.024295599155096,0.0330743524269228,0.2029529531596995,0.1818635544217775,7,97
0.3,right,-6.862,-5.323,0.86,real,39.98,0.785,1.621,6.862000000000001,5.323,34.31935374792272,7.371232383452888,0.0257138449746204,0.0113568574074365,0.0222608387581791,0.1603553708942126,0.1492006660782021,6,142
0.3,right,-3.553,-3.411,0.85,real,39.98,0.785,1.621,3.5530000000000004,3.411,36.3949989231933,4.1623506301974045,0.0159746207482968,0.0036882516765548,0.0164150173256397,0.1263907462921905,0.1281211041383885,5,38
0.3,left,-21.566,-10.978,0.71,real,39.98,0.785,1.621,21.566,10.977999999999998,27.933593949374423,21.77292370062964,0.1466819382160875,0.0770161991947041,0.0567048685333954,0.3829907808499933,0.238127840735592,9,153
0.3,left,-13.485,-1.624,0.91,real,39.98,0.785,1.621,13.485,1.6239999999999986,37.68133395779793,14.171513191508351,0.0670871032040189,0.0093734282170545,0.0141095588771562,0.2590117819791581,0.1187836641847535,3,157
0.3,left,-8.798,1.226,0.99,real,39.98,0.785,1.621,8.798,-1.226000000000001,40.76294891434143,9.633438901723377,0.0363500020288497,-0.0021103534084291,0.0126867333806966,0.1906567649700628,0.1126354002110199,2,154
0.3,left,-3.996,2.826,0.94,real,39.98,0.785,1.621,3.996,-2.8260000000000005,42.60190979305087,4.917781271384189,0.0177028337513996,-0.0033007700791872,0.0145940671250022,0.1330519964201953,0.1208059068299319,1,134
0.3,left,-17.871,-5.546,0.79,real,39.98,0.785,1.621,17.871,5.545999999999999,33.54417461531027,18.355170989998456,0.1065388010485939,0.0344457264120444,0.0251172181570062,0.326402820221569,0.1584841258833396,4,158
0.4,right,-6.722,-5.477,0.79,real,39.965,1.047,1.6378,6.722000000000001,5.476999999999999,34.05022811878872,7.387211872897652,0.024745108837782,0.0114234392932019,0.0231569053010645,0.157305781323453,0.1521739310823786,6,126
0.4,left,-5.83,4.253,0.45,ghost,39.965,1.047,1.6378,5.829999999999999,-4.253000000000001,43.8181174750426,7.148671469648411,0.0238410364992983,-0.0071617008778514,0.0170225107482011,0.1544054289825924,0.1304703443246824,10,0
0.4,right,-13.245,-11.301,0.92,real,39.965,1.047,1.6378,13.245,11.300999999999998,27.80255862936644,13.505637401654372,0.0597820393290608,0.0461579394827985,0.0575605643819637,0.2445036591322527,0.2399178283953983,8,123
0.4,right,-10.218,-7.745,0.99,real,39.965,1.047,1.6378,10.218000000000002,7.744999999999999,31.553247691089805,10.723516526805708,0.0410228680493352,0.0247948009499177,0.0340540089826404,0.2025410280642794,0.1845372834487396,7,138
0.4,right,-3.108,-3.832,0.99,real,39.965,1.047,1.6378,3.1080000000000005,3.832,35.93350701897663,3.8914599388916,0.0149646471392083,0.0034931789710104,0.0174509315671975,0.1223300745491817,0.1321019741230143,5,143
0.4,left,-17.598,-5.406,0.89,real,39.965,1.047,1.6378,17.598,5.405999999999998,33.39288200200404,18.2435608486237,0.1025820599721563,0.0344272283772915,0.0256572707607767,0.320284342377451,0.1601788711434088,4,153
0.4,left,-21.318,-10.626,0.8,real,39.965,1.047,1.6378,21.318,10.625999999999998,27.93552799107935,21.60571599070804,0.1412499536698052,0.0753351505279202,0.0565806753190732,0.3758323478225433,0.2378669277538877,9,141
0.4,left,-13.137,-1.327,0.98,real,39.965,1.047,1.6378,13.137,1.3269999999999984,37.76140889000073,14.065674441736846,0.0641283969946668,0.0087388218478088,0.0139791667325179,0.2532358525064466,0.1182335262627228,3,136
0.4,left,-8.508,1.493,0.99,real,39.965,1.047,1.6378,8.508,-1.4930000000000012,40.88500905242373,9.63587049287963,0.0349712492024229,-0.0024070397501787,0.0127578334789823,0.1870060138135212,0.1129505798080841,2,158
0.4,left,-3.78,3.029,0.84,real,39.965,1.047,1.6378,3.78,-3.0290000000000004,42.73411879204943,5.021320333782711,0.0173115039299717,-0.0033524288007814,0.0148358141296114,0.1315731884920775,0.1218023568311032,1,152
0.5,right,-13.365,-11.086,0.87,real,39.945,1.308,1.6545,13.365000000000002,11.086,27.7804195538309,13.69935196694374,0.0592727056699467,0.0459167282411872,0.0575764158749476,0.2434598645977335,0.2399508613757151,8,131
0.5,right,-10.045,-7.559,0.89,real,39.945,1.308,1.6545,10.045000000000002,7.558999999999999,31.572642951831927,10.68585388337814,0.0392893410280305,0.0239169783365204,0.0338525913963716,0.1982153904923392,0.1839907372569924,7,140
0.5,right,-6.477,-5.11,0.87,real,39.945,1.308,1.6545,6.477000000000001,5.109999999999999,34.311374823178994,7.33509684401109,0.0235655103075929,0.0103431119619675,0.0221678745113443,0.1535106195270964,0.1488887991466933,6,143
0.5,right,-2.816,-4.01,0.89,real,39.945,1.308,1.6545,2.8160000000000003,4.01,35.71360504342216,3.778880960598387,0.0143597679252547,0.0031848610859109,0.0179540891897362,0.1198322491037147,0.1339928699212619,5,138
0.5,left,-21.613,-10.111,0.88,real,39.945,1.308,1.6545,21.613,10.111,28.06242397298812,21.999990647646317,0.142924642305645,0.0748976139793946,0.0555106801953913,0.3780537558412097,0.2356070461497095,9,151
0.5,left,-17.328,-5.095,0.82,real,39.945,1.308,1.6545,17.328,5.094999999999998,33.41911397820977,18.149360415079386,0.0988991455800303,0.0334789448440576,0.0254728105567113,0.3144823454186743,0.1596020380719222,4,139
0.5,left,-13.095,-0.909,0.86,real,39.945,1.308,1.6545,13.095,0.9089999999999984,37.94436239253709,14.281155173804292,0.0637679949653348,0.0079062246163506,0.0137192477534269,0.252523256286099,0.1171291925756638,3,157
0.5,left,-8.29,1.23,0.84,real,39.945,1.308,1.6545,8.29,-1.230000000000001,40.477600186184645,9.671811155309287,0.0338090233001519,-0.0013569399842163,0.012586408752519,0.1838723016121566,0.1121891650406536,2,125
0.5,left,-3.488,3.223,0.79,real,39.945,1.308,1.6545,3.4879999999999995,-3.2230000000000003,42.86509832364408,5.053250162572728,0.0167728413765188,-0.003331450877556,0.0150974671118287,0.1295100049282635,0.1228717506664113,1,153
0.6,right,-13.472,-10.964,0.94,real,39.921,1.57,1.6711,13.472,10.964,27.66308085354231,13.876400700404078,0.0586335856779432,0.0459518405863249,0.0582708114867078,0.2421437293797698,0.2413934785504941,8,116
0.6,right,-10.039,-7.438,0.74,real,39.921,1.57,1.6711,10.039,7.437999999999999,31.51512388717925,10.813733649121955,0.0385285487190857,0.0236693055246065,0.0340239055417012,0.1962869040947095,0.1844557007568518,7,131
