s_m,x_m,y_m
0.04625909354002663,36.45924847124255,0.0462460876337535
1.061668052427502,36.394690564458266,0.8357207928958289
2.077077011314977,36.31727545422779,1.6237353149303035
3.0924859702024525,36.21414593710495,2.408829470509576
4.107894929089928,36.07244480964355,3.189543076406045
5.123303887977403,35.87937918940147,3.9644135711828676
6.138712846864879,35.62783069847562,4.7317685838809025
7.154121805752354,35.320718171153814,5.489564626965008
8.169530764639829,34.96198729767904,6.235720245857118
9.184939723527304,34.555583768294255,6.968153985979166
10.200348682414779,34.105431920797976,7.684817097542672
11.215757641302254,33.61488885080296,8.384529655701593
12.23116660018973,33.08669858347609,9.06705075408947
13.246575559077206,32.52357460854055,9.732186256407015
14.261984517964681,31.928230415719522,10.379742026354945
15.277393476852156,31.303365807904143,11.009520594913527
16.29280243573963,30.6512948210988,11.62123055947858
17.308211394627108,29.973901618836365,12.21447584422619
18.32362035351458,29.27304782428166,12.788854884790952
19.339029312402058,28.550595060599512,13.343966116807467
20.35443827128953,27.808404559743714,13.879408186709501
21.369847230177008,27.048155304704153,14.394877943506799
22.38525618906448,26.271054548050806,14.890326422248929
23.40066514795196,25.478234226493868,15.36574524099501
24.416074106839435,24.670826276743547,15.821126017804149
25.43148306572691,23.849962635510053,16.25646037073546
26.446892024614385,23.0167571421475,16.67175401780437
27.46230098350186,22.17200245255444,17.06726291649066
28.477709942389335,21.316215366191393,17.443457948692185
29.49311890127681,20.449903716388118,17.80081698197099
30.508527860164286,19.573575336474363,18.139817883889123
31.52393681905176,18.687738059779885,18.460938522008632
32.53934577793924,17.792905877064676,18.76464882537301
33.554754736826716,16.889728435914982,19.05124382632571
34.57016369571419,15.978987807838823,19.32084782855932
35.58557265460166,15.06147157507565,19.573578031009745
36.60098161348914,14.137967319864904,19.809551632612884
37.616390572376616,13.209262624446048,20.028885832304635
38.63179953126409,12.276144392655908,20.231698270223877
39.64720849015156,11.339255314091796,20.418200377056362
40.66261744903904,10.398916124179113,20.58881296820562
41.67802640792652,9.45540396588239,20.743985209678833
42.69343536681399,8.508995982166143,20.884166267483195
43.70884432570147,7.559969315994884,21.0098053076259
44.72425328458894,6.6086011103331375,21.121351496114134
45.73966224347642,5.655166923743288,21.219206543181873
46.755071202363894,4.699926674003809,21.303303688663004
47.77048016125137,3.7431313674845423,21.3733092592251
48.78588912013885,2.7850319070410228,21.42888648109065
49.80129807902632,1.8258791955287899,21.469698580482152
50.816707037913794,0.865924135803361,21.49540878362211
51.83211599680127,-0.09458234386915115,21.505680325213156
52.84752495568875,-1.0553407445471639,21.50019264921412
53.86293391457622,-2.0159018874140897,21.478675151523277
54.878342873463694,-2.9757878526626804,21.440866819630454
55.89375183235117,-3.9345207204856694,21.386506641025473
56.90916079123865,-4.8916225710757955,21.315333603198173
57.924569750126125,-5.846615484625797,21.227086693638373
58.939978709013594,-6.799029221926826,21.121526001779465
59.95538766790107,-7.748619619913199,20.99903274652324
60.97079662678855,-8.695400022945057,20.860695631640525
61.986205585676025,-9.639397775650224,20.70764182572512
63.001614544563495,-10.580640222656527,20.540998497370808
64.01702350345097,-11.519154708591811,20.36189281517139
65.03243246233845,-12.454968578083891,20.171451947720655
66.04784142122593,-13.387955288490925,19.97029026818822
67.0632503801134,-14.317347781373046,19.75688777195514
68.07865933900088,-15.242212376566885,19.529169224216343
69.09406829788836,-16.161615393536337,19.285059388924708
70.10947725677582,-17.074623151745275,19.02248303003312
71.1248862156633,-17.980301970657624,18.739364911494444
72.14029517455077,-18.877721689767245,18.433796836624534
73.15570413343825,-19.76599262183605,18.105791225599848
74.17111309232573,-20.644250980676606,17.756589606028548
75.1865220512132,-21.511633402415825,17.387453546007333
76.20193101010068,-22.36727652318061,16.9996446136329
77.21733996898816,-23.210316979097882,16.594424377001946
78.23274892787563,-24.039926641616574,16.172940704789625
79.2481578867631,-24.85566485026213,15.735091160760145
80.26356684565057,-25.657330796308155,15.27999934086772
81.27897580453805,-26.4447272372227,14.806777333459362
82.29438476342553,-27.2176569304738,14.314537226882086
83.309793722313,-27.975922617619908,13.802391112437366
84.32520268120048,-28.718686204677432,13.26957008711486
85.34061164008796,-29.442766999822446,12.715740277564398
86.35602059897543,-30.144449170081636,12.14066718825832
87.37142955786291,-30.820016882481692,11.54411632366896
88.38683851675037,-31.465754304049284,10.925853188268663
89.40224747563785,-32.07817424552074,10.285791677221269
90.41765643452533,-32.655848034934124,9.625181671738204
91.4330653934128,-33.19843665871055,8.94598024572494
92.44847435230028,-33.705611035117336,8.250150918895253
93.46388331118776,-34.17704208242178,7.539657210962912
94.47929227007523,-34.612183184523545,6.816366991347856
95.49470122896271,-35.00864448539359,6.081337653209589
96.51011018785019,-35.36310788813249,5.335218440351901
97.52551914673766,-35.672248224822766,4.57865548743786
98.54092810562513,-35.93274032754692,3.8122949291305495
99.5563370645126,-36.14181709948166,3.036933074706394
100.57174602340008,-36.29982680004788,2.254204562866768
101.58715498228756,-36.408198267836696,1.4660348116793238
102.60256394117503,-36.468361405854964,0.6743495256415573
103.61797290006251,-36.4817449393227,-0.11892569701233366
104.63338185894999,-36.44926521388574,-0.9119114863978781
105.64879081783747,-36.37052703573907,-1.7028468034686688
106.66419977672494,-36.24492833455077,-2.489989274169878
107.6796087356124,-36.0718670399889,-3.2715965244466663
108.69501769449988,-35.8507627822916,-4.045932862317394
109.71042665338736,-35.58194137681341,-4.8115416297260305
110.72583561227484,-35.26694334259656,-5.567340202058866
111.74124457116231,-34.90739426843576,-6.312272149512236
112.75665353004979,-34.50491974312571,-7.045281042282469
113.77206248893727,-34.06114250900102,-7.765291717713073
114.78747144782474,-33.57763434596145,-8.47089362401362
115.80288040671222,-33.05592302578003,-9.160386587291672
116.81828936559968,-32.49753487402313,-9.832060916016742
117.83369832448716,-31.903996216257084,-10.484206918658364
118.84910728337464,-31.27689279643211,-11.11518000079568
119.86451624226211,-30.61882176703865,-11.724443638748896
120.87992520114959,-29.933226596431137,-12.312388508688018
121.89533416003707,-29.223576823755653,-12.879433849208882
122.91074311892454,-28.493341988158278,-13.425998898907324
123.92615207781202,-27.745979735712044,-13.952502433248872
124.9415610366995,-26.983803854061104,-14.4593186845012
125.95696999558696,-26.20704992968511,-14.946740957324762
126.97237895447444,-25.415733636169033,-15.415053992712236
127.98778791336191,-24.609870647097875,-15.864542531656294
129.0031968722494,-23.789476636056616,-16.295491315149604
130.01860583113685,-22.95461787222985,-16.708179064955917
131.03401479002432,-22.10605062082419,-17.102802415779202
132.0494237489118,-21.245029969976677,-17.479498658636807
133.06483270779927,-20.37282210274737,-17.838403764611467
134.08024166668676,-19.490693202196205,-18.179653704785967
135.09565062557422,-18.599909451383233,-18.503384450243043
136.1110595844617,-17.701701204404657,-18.809722712810185
137.12646854334918,-16.796799700783826,-19.098666218467354
138.14187750223667,-15.885570043092862,-19.370118072665516
139.15728646112413,-14.968368903353172,-19.623979202153954
140.1726954200116,-14.045552953586077,-19.86015053368198
141.18810437889908,-13.117478865812913,-20.07853299399892
142.20351333778655,-12.18450388783716,-20.27903228577809
143.21892229667404,-11.247027009671408,-20.461900349668806
144.2343312555615,-10.30551643790147,-20.627963255160967
145.249740214449,-9.36044689425168,-20.77810111268901
146.26514917333645,-8.412293100446476,-20.91319403268735
147.28055813222394,-7.461529778210198,-21.03412212559042
148.2959670911114,-6.508631649267283,-21.14176550183264
149.31137604999887,-5.554052627009662,-21.236869657960877
150.32678500888636,-4.59808907830516,-21.31916088582832
151.34219396777382,-3.6409652586132912,-21.38789897200462
