s_m,x_m,y_m
-0.005031927504580408,43.50233350717255,-0.0050190627153021
1.0143341024937869,43.3990968116264,1.2484654890664098
2.033700132492154,43.27223147277354,2.494670465027888
3.0530661624905218,43.098108847307266,3.726316289348899
4.072432192488889,42.85310029192087,4.936123386209207
5.091798222487256,42.519081544978185,6.117556400224935
6.111164252485624,42.10152238300585,7.267270010139163
7.130530282483991,41.61221303675369,8.382773452296798
8.149896312482358,41.06294380921427,9.461575972810339
9.169262342480726,40.46501099396465,10.501348460104845
10.188628372479092,39.82454693343876,11.501451472839273
11.20799440247746,39.14460814775287,12.462251993875846
12.227360432475828,38.42821024922791,13.384130391308785
13.246726462474195,37.67836885014394,14.26746703339409
14.266092492472563,36.8980326083866,15.112907162453183
15.285458522470929,36.089889151445185,15.92212866672815
16.3048245524693,35.256562503219044,16.69706105261979
17.324190582467665,34.40067668760754,17.439633826528897
18.343556612466035,33.52485572851002,18.15177649485627
19.3629226424644,32.63158215099939,18.835299062582035
20.382288672462767,31.722228363489446,19.491073996749076
21.401654702461137,30.797642870588252,20.119531306673583
22.421020732459503,29.85867108551009,20.721098390865997
23.44038676245787,28.906158421469218,21.296202647836758
24.45975279245624,27.940950292930474,21.845271475796427
25.479118822454605,26.963942476773248,22.368720196231013
26.49848485245297,25.97621485041137,22.866919983985344
27.517850882451338,24.97888934677829,23.34023192914298
28.537216912449708,23.97308789880746,23.78901712178751
29.556582942448074,22.959932439432354,24.213636652002503
30.57594897244644,21.940544901586428,24.61445160987153
31.59531500244481,20.91596643883798,24.991861934378527
32.61468103244317,19.886659498743946,25.346545879298954
33.63404706244154,18.85283414430432,25.679303076714294
34.653413092439905,17.81469939043826,25.990933662755413
35.67277912243827,16.7724642520649,26.282237773553156
36.692145152436645,15.726337744103372,26.554015545238403
37.71151118243501,14.67652892246909,26.80706671515816
38.73087721243338,13.623261956366624,27.042044008822835
39.75024324243174,12.566798623445113,27.259234322277084
40.76960927243011,11.507406452980211,27.458868603639896
41.788975302428476,10.445352974247587,27.64117780103024
42.80834133242685,9.380905716522896,27.80639286256709
43.827707362425215,8.314332209081813,27.954744736369424
44.84707339242358,7.245899919128956,28.08646223483475
45.86643942242195,6.175869841882425,28.201551484225707
46.885805452420314,5.104490926158268,28.299604121883487
47.90517148241868,4.032010807040076,28.380166582644136
48.924537512417054,2.9586771196114303,28.44278530134372
49.94390354241542,1.8847374989559358,28.48700671281829
50.963269572413786,0.810439580157173,28.512377251903892
51.98263560241215,-0.2639692266199684,28.51844653042912
53.00200163241052,-1.3382674673821762,28.505130792976228
54.021367662408885,-2.4122834355319367,28.473048969600956
55.04073369240725,-3.4858510486265626,28.422899431942504
56.060099722405624,-4.558804224223371,28.355380551640053
57.07946575240399,-5.63097687987966,28.27119070033281
58.09883178240236,-6.702202933152747,28.171028249659955
59.11819781240072,-7.772316039929635,28.05558857931892
60.13756384239909,-8.84109629412206,27.924954640676678
61.156929872397455,-9.908205211454401,27.777853560544486
62.17629590239583,-10.973288405731045,27.612830642970902
63.195661932394195,-12.035991490756349,27.428431192004478
